name_first,name_last,c_ID,email_pre,email#,email_post,phone#,Street#,Str_Name,Apt#,City,State,ZIP
Matt,Deever,77460,qedoffifa,89,ymail.com,-1046749202,6555,149th St.,92,Speonk,Louisiana,22132
Michael,Black,18310,ehofallat,43,gmail.com,-1131994576,7301,Armstrong Ave.,79,Ronkonkoma,Washington,21347
Patrick,Deever,64578,qedoffifa,82,yahoo.com,1353512161,7484,Canal St.,97,Wyandanch,New Jersey,14817
Noah,Black,68596,password1,5,ymail.com,1305991000,7891,Armstrong Ave.,57,Sagaponack,Washington,56458
Ricky,Alexander-Parenteau,17479,password1,97,ymail.com,1698920083,1749,Clark St.,95,Commack,Virginia,14850
Joel,Nunes,33385,adsdf,11,ymail.com,1730545810,3958,Jefferson Ave.,61,Massapequa,Florida,42171
Patrick,Deever,80237,oduderrac,22,rit.edu,-1314805330,8014,149th St.,94,Wyandanch,Georgia,35363
Felix,Black,34899,helloWorld,73,ymail.com,-2105620389,7261,Canal St.,74,Quogue,Oregon,63680
Josh,Nelson,74683,pdefran,81,ymail.com,-1214165432,7422,King Dr.,87,Quogue,Pennsylvania,34744
Aaron,Poulin,101314,issecosa,73,rit.edu,1300051145,3465,Jefferson Ave.,84,Wyandanch,Pennsylvania,27613
Ben,Nelson,95495,oduderrac,80,ymail.com,-1719354076,1455,149th St.,15,Northampton,California,46642
Ricky,Colliton,21935,adsdf,74,yahoo.com,-1918317203,4480,Clark St.,25,Northampton,Texas,17090
Josh,Passino,81515,oduderrac,6,ymail.com,-1446086190,4541,Armstrong Ave.,94,Massapequa,New Jersey,38357
Ben,Barreiros,80328,helloWorld,89,yahoo.com,-1713920485,4632,Hicksville Road,16,Ronkonkoma,Georgia,26628
Aaron,Harwitt,30712,oduderrac,44,gmail.com,1912557628,346,Hicksville Road,68,Sagaponack,Washington D.C.,34103
Brian,Nelson,40199,issecosa,41,yahoo.com,-1346958437,1631,Hicksville Road,59,Wantaugh,New York,11611
Joel,Alexander-Parenteau,12353,qedoffifa,23,rit.edu,1669728349,954,King Dr.,86,Wantaugh,Washington,20847
Patrick,Tavares,55241,issecosa,27,gmail.com,1576788193,558,Canal St.,84,Sagaponack,Virginia,65583
Joel,Alexander-Parenteau,27917,password1,65,rit.edu,-1097655320,2791,Canal St.,53,Commack,Maine,57299
Kevin,Nielsen,65210,issecosa,90,gmail.com,-1971120621,1715,King Dr.,59,Northampton,Oregon,36535
Isaiah,Bailey,19111,oduderrac,39,gmail.com,1924460513,6509,Joy Ct.,14,Sagaponack,California,48356
Ryan,Black,71248,issecosa,50,yahoo.com,-1369520570,6187,Joy Ct.,65,Ronkonkoma,Washington D.C.,14493
Kevin,Barreiros,98977,xXmetallicaFan1992Xx,45,yahoo.com,-1970706628,4904,Canal St.,78,Sagaponack,Florida,64415
Brian,Nelson,41147,issecosa,54,rit.edu,1936108907,8870,Harrison St.,84,Hauppague,West Virginia,23847
Aaron,Poulin,48740,oduderrac,30,rit.edu,-1294271583,5370,Hicksville Road,37,Speonk,New Jersey,36914
Ben,Barreiros,18844,adsdf,2,yahoo.com,1485434270,6499,Clark St.,87,Mattituck,Virginia,47255
Michael,Poulin,33107,qedoffifa,91,yahoo.com,1908797129,2524,Jefferson Ave.,14,Amagansett,Delaware,79579
Patrick,Alexander-Parenteau,76708,adsdf,59,rit.edu,-1938560628,4615,Armstrong Ave.,55,Northampton,Georgia,29441
Patrick,Ryan,52745,oduderrac,44,ymail.com,-1890262835,2042,Canal St.,63,Wyandanch,Louisiana,68018
Ricky,Poulin,65977,ehofallat,69,rit.edu,-1400374944,4832,Armstrong Ave.,56,Hauppague,Pennsylvania,14314
Allan,White,20987,adsdf,88,gmail.com,1521987339,9692,Clark St.,28,Mattituck,Virginia,33075
Ben,Nunes,52116,issecosa,70,gmail.com,1123407929,5038,Harrison St.,32,Northampton,New York,19255
